日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020/7/13,'600028,中国石化,4.17,4.18,4.12,4.13,4.13,0.04,0.9685,0.2522,241002124,1000134275,5.05E+11,398475905262.00 
2020/7/10,'600028,中国石化,4.13,4.2,4.12,4.2,4.23,-0.1,-2.3641,0.2273,217219229,904005565,5.00E+11,394653594420.00 
2020/7/9,'600028,中国石化,4.23,4.25,4.17,4.2,4.21,0.02,0.4751,0.2845,271902156,1144425389,5.12E+11,404209371525.00 
2020/7/8,'600028,中国石化,4.21,4.22,4.13,4.21,4.23,-0.02,-0.4728,0.3025,289021034,1208846583,5.10E+11,402298216104.00 
2020/7/7,'600028,中国石化,4.23,4.36,4.23,4.31,4.27,-0.04,-0.9368,0.4397,420182152,1795385365,5.12E+11,404209371525.00 
2020/7/6,'600028,中国石化,4.27,4.29,4.11,4.11,4.08,0.19,4.6569,0.4435,423753375,1782946878,5.17E+11,408031682366.00 
2020/7/3,'600028,中国石化,4.08,4.09,3.99,4,4.01,0.07,1.7456,0.2377,227156318,921785714,4.94E+11,389875705868.00 
2020/7/2,'600028,中国石化,4.01,4.02,3.91,3.92,3.93,0.08,2.0356,0.2218,211938640,840966061,4.85E+11,383186661894.00 
2020/7/1,'600028,中国石化,3.93,3.94,3.9,3.92,3.91,0.02,0.5115,0.1026,98015525,383890791,4.76E+11,375542040211.00 
2020/6/30,'600028,中国石化,3.91,3.94,3.91,3.93,3.92,-0.01,-0.2551,0.0708,67638235,265272481,4.73E+11,373630884790.00 
2020/6/29,'600028,中国石化,3.92,3.96,3.9,3.96,3.97,-0.05,-1.2594,0.1541,147280011,578206507,4.75E+11,374586462500.00 
2020/6/24,'600028,中国石化,3.97,3.98,3.96,3.96,3.97,0,0,0.0776,74132374,294256843,4.81E+11,379364351053.00 
2020/6/23,'600028,中国石化,3.97,4,3.96,3.99,3.99,-0.02,-0.5013,0.0954,91196222,362569197,4.81E+11,379364351053.00 
2020/6/22,'600028,中国石化,3.99,4.02,3.99,4.01,4.01,-0.02,-0.4988,0.0902,86156481,345188337,4.83E+11,381275506474.00 
2020/6/19,'600028,中国石化,4.01,4.03,4,4.01,4.01,0,0,0.1006,96098272,385501579,4.85E+11,383186661894.00 
2020/6/18,'600028,中国石化,4.01,4.02,3.98,3.99,4.01,0,0,0.1124,107436567,430020815,4.85E+11,383186661894.00 
2020/6/17,'600028,中国石化,4.01,4.02,3.99,4.01,4.02,-0.01,-0.2488,0.0672,64228025,257186574,4.85E+11,383186661894.00 
2020/6/16,'600028,中国石化,4.02,4.02,4,4.02,3.99,0.03,0.7519,0.0582,55590647,222778252,4.87E+11,384142239605.00 
2020/6/15,'600028,中国石化,3.99,4.02,3.99,4.02,4.04,-0.05,-1.2376,0.0629,60136071,240835972,4.83E+11,381275506474.00 
2020/6/12,'600028,中国石化,4.04,4.07,3.97,3.99,4.03,0.01,0.2481,0.0967,92414597,370752707,4.89E+11,386053395026.00 
2020/6/11,'600028,中国石化,4.03,4.09,4.03,4.08,4.09,-0.06,-1.467,0.1016,97043809,393805679,4.88E+11,385097817315.00 
2020/6/10,'600028,XD中国石,4.09,4.12,4.08,4.12,4.1,-0.01,-0.2439,0.1135,108417595,444003986,4.95E+11,390831283578.00 
2020/6/9,'600028,中国石化,4.29,4.3,4.27,4.3,4.3,-0.01,-0.2326,0.1162,111041120,475830866,5.19E+11,409942837787.00 
2020/6/8,'600028,中国石化,4.3,4.3,4.24,4.25,4.23,0.07,1.6548,0.1357,129640293,554354613,5.21E+11,410898415498.00 
2020/6/5,'600028,中国石化,4.23,4.23,4.17,4.2,4.19,0.04,0.9547,0.0818,78157974,327523718,5.12E+11,404209371525.00 
2020/6/4,'600028,中国石化,4.19,4.26,4.18,4.26,4.24,-0.05,-1.1792,0.0979,93562405,393488148,5.07E+11,400387060683.00 
2020/6/3,'600028,中国石化,4.24,4.27,4.23,4.24,4.22,0.02,0.4739,0.0952,90997752,387147762,5.13E+11,405164949235.00 
2020/6/2,'600028,中国石化,4.22,4.24,4.19,4.2,4.2,0.02,0.4762,0.0882,84259723,355139477,5.11E+11,403253793814.00 
2020/6/1,'600028,中国石化,4.2,4.21,4.15,4.15,4.14,0.06,1.4493,0.1055,100851465,421912051,5.08E+11,401342638393.00 
2020/5/29,'600028,中国石化,4.14,4.19,4.14,4.18,4.19,-0.05,-1.1933,0.085,81222947,337600747,5.01E+11,395609172130.00 
2020/5/28,'600028,中国石化,4.19,4.21,4.16,4.18,4.19,0,0,0.0719,68668482,287542784,5.07E+11,400387060683.00 
2020/5/27,'600028,中国石化,4.19,4.22,4.18,4.21,4.21,-0.02,-0.4751,0.0753,71932997,301744982,5.07E+11,400387060683.00 
2020/5/26,'600028,中国石化,4.21,4.24,4.19,4.23,4.22,-0.01,-0.237,0.0849,81135480,341725420,5.10E+11,402298216104.00 
2020/5/25,'600028,中国石化,4.22,4.26,4.21,4.25,4.25,-0.03,-0.7059,0.0617,58933644,248942474,5.11E+11,403253793814.00 
2020/5/22,'600028,中国石化,4.25,4.36,4.25,4.35,4.36,-0.11,-2.5229,0.1269,121236388,519727883,5.15E+11,406120526946.00 
2020/5/21,'600028,中国石化,4.36,4.39,4.35,4.38,4.37,-0.01,-0.2288,0.0714,68249369,297641733,5.28E+11,416631881761.00 
2020/5/20,'600028,中国石化,4.37,4.39,4.36,4.39,4.39,-0.02,-0.4556,0.0446,42610778,186340286,5.29E+11,417587459471.00 
2020/5/19,'600028,中国石化,4.39,4.42,4.38,4.41,4.37,0.02,0.4577,0.0806,76973124,338703498,5.32E+11,419498614892.00 
2020/5/18,'600028,中国石化,4.37,4.39,4.36,4.37,4.36,0.01,0.2294,0.0539,51495650,225394399,5.29E+11,417587459471.00 
2020/5/15,'600028,中国石化,4.36,4.4,4.36,4.39,4.38,-0.02,-0.4566,0.0532,50811392,222228197,5.28E+11,416631881761.00 
2020/5/14,'600028,中国石化,4.38,4.4,4.37,4.39,4.41,-0.03,-0.6803,0.058,55408978,242636633,5.30E+11,418543037181.00 
2020/5/13,'600028,中国石化,4.41,4.42,4.38,4.4,4.4,0.01,0.2273,0.065,62129330,273177193,5.34E+11,421409770313.00 
2020/5/12,'600028,中国石化,4.4,4.42,4.4,4.42,4.41,-0.01,-0.2268,0.0566,54066435,238247850,5.33E+11,420454192602.00 
2020/5/11,'600028,中国石化,4.41,4.44,4.41,4.43,4.42,-0.01,-0.2262,0.0585,55947548,247474681,5.34E+11,421409770313.00 
2020/5/8,'600028,中国石化,4.42,4.43,4.41,4.42,4.41,0.01,0.2268,0.069,65920898,291438905,5.35E+11,422365348023.00 
2020/5/7,'600028,中国石化,4.41,4.43,4.41,4.43,4.43,-0.02,-0.4515,0.0604,57714809,254904647,5.34E+11,421409770313.00 
2020/5/6,'600028,中国石化,4.43,4.44,4.41,4.41,4.46,-0.03,-0.6726,0.0888,84819242,375190006,5.36E+11,423320925734.00 
2020/4/30,'600028,中国石化,4.46,4.46,4.38,4.41,4.44,0.02,0.4505,0.1252,119640204,529560964,5.40E+11,426187658865.00 
2020/4/29,'600028,中国石化,4.44,4.46,4.42,4.46,4.43,0.01,0.2257,0.071,67861751,300913427,5.38E+11,424276503444.00 
2020/4/28,'600028,中国石化,4.43,4.5,4.43,4.49,4.51,-0.08,-1.7738,0.1156,110505789,492853177,5.36E+11,423320925734.00 
2020/4/27,'600028,中国石化,4.51,4.52,4.48,4.5,4.49,0.02,0.4454,0.0688,65727847,296060658,5.46E+11,430965547417.00 
2020/4/24,'600028,中国石化,4.49,4.56,4.49,4.55,4.55,-0.06,-1.3187,0.0851,81335790,367040774,5.44E+11,429054391997.00 
2020/4/23,'600028,中国石化,4.55,4.61,4.52,4.52,4.51,0.04,0.8869,0.1272,121501782,554307255,5.51E+11,434787858259.00 
2020/4/22,'600028,中国石化,4.51,4.53,4.48,4.52,4.54,-0.03,-0.6608,0.0816,77973682,351513728,5.46E+11,430965547417.00 
2020/4/21,'600028,中国石化,4.54,4.59,4.53,4.57,4.61,-0.07,-1.5184,0.125,119490683,543708529,5.50E+11,433832280549.00 
2020/4/20,'600028,中国石化,4.61,4.65,4.52,4.52,4.56,0.05,1.0965,0.144,137589299,633340431,5.58E+11,440521324522.00 
2020/4/17,'600028,中国石化,4.56,4.58,4.48,4.5,4.47,0.09,2.0134,0.2217,211818903,961434873,5.52E+11,435743435970.00 
2020/4/16,'600028,中国石化,4.47,4.49,4.47,4.47,4.49,-0.02,-0.4454,0.0846,80859007,361805294,5.41E+11,427143236576.00 
2020/4/15,'600028,中国石化,4.49,4.5,4.47,4.49,4.5,-0.01,-0.2222,0.079,75520692,339167026,5.44E+11,429054391997.00 
2020/4/14,'600028,中国石化,4.5,4.51,4.47,4.5,4.5,0,0,0.1043,99621388,447319245,5.45E+11,430009969707.00 
2020/4/13,'600028,中国石化,4.5,4.52,4.49,4.5,4.49,0.01,0.2227,0.0882,84317692,379381377,5.45E+11,430009969707.00 
2020/4/10,'600028,中国石化,4.49,4.54,4.47,4.5,4.51,-0.02,-0.4435,0.1043,99702301,448397450,5.44E+11,429054391997.00 
2020/4/9,'600028,中国石化,4.51,4.53,4.5,4.52,4.5,0.01,0.2222,0.0829,79263855,357665720,5.46E+11,430965547417.00 
2020/4/8,'600028,中国石化,4.5,4.5,4.45,4.49,4.51,-0.01,-0.2217,0.1221,116631215,522229416,5.45E+11,430009969707.00 
2020/4/7,'600028,中国石化,4.51,4.54,4.48,4.51,4.46,0.05,1.1211,0.1674,159965022,720932042,5.46E+11,430965547417.00 
2020/4/3,'600028,中国石化,4.46,4.54,4.45,4.54,4.55,-0.09,-1.978,0.1755,167679712,752072316,5.40E+11,426187658865.00 
2020/4/2,'600028,中国石化,4.55,4.56,4.36,4.36,4.39,0.16,3.6446,0.2763,264055918,1182207728,5.51E+11,434787858259.00 
2020/4/1,'600028,中国石化,4.39,4.43,4.38,4.42,4.43,-0.04,-0.9029,0.1216,116153343,511129865,5.32E+11,419498614892.00 
2020/3/31,'600028,中国石化,4.43,4.49,4.4,4.49,4.47,-0.04,-0.8949,0.1685,161012374,714559121,5.36E+11,423320925734.00 
2020/3/30,'600028,中国石化,4.47,4.49,4.44,4.49,4.49,-0.02,-0.4454,0.1072,102476953,457443587,5.41E+11,427143236576.00 
2020/3/27,'600028,中国石化,4.49,4.53,4.47,4.52,4.49,0,0,0.0791,75602602,339896966,5.44E+11,429054391997.00 
2020/3/26,'600028,中国石化,4.49,4.53,4.48,4.52,4.52,-0.03,-0.6637,0.073,69709901,313916360,5.44E+11,429054391997.00 
2020/3/25,'600028,中国石化,4.52,4.55,4.5,4.55,4.48,0.04,0.8929,0.0905,86446885,390778378,5.47E+11,431921125128.00 
2020/3/24,'600028,中国石化,4.48,4.49,4.45,4.46,4.43,0.05,1.1287,0.0851,81316393,363914266,5.42E+11,428098814286.00 
2020/3/23,'600028,中国石化,4.43,4.47,4.41,4.45,4.51,-0.08,-1.7738,0.091,86949901,385302251,5.36E+11,423320925734.00 
2020/3/20,'600028,中国石化,4.51,4.53,4.45,4.5,4.45,0.06,1.3483,0.1035,98918673,444460991,5.46E+11,430965547417.00 
2020/3/19,'600028,中国石化,4.45,4.54,4.41,4.51,4.53,-0.08,-1.766,0.1525,145717278,651070815,5.39E+11,425232081155.00 
2020/3/18,'600028,中国石化,4.53,4.62,4.52,4.59,4.59,-0.06,-1.3072,0.1477,141096749,645194693,5.48E+11,432876702838.00 
2020/3/17,'600028,中国石化,4.59,4.67,4.51,4.62,4.63,-0.04,-0.8639,0.1612,154084983,705101389,5.56E+11,438610169101.00 
2020/3/16,'600028,中国石化,4.63,4.77,4.58,4.58,4.55,0.08,1.7582,0.279,266571412,1245998212,5.61E+11,442432479943.00 
2020/3/13,'600028,中国石化,4.55,4.59,4.51,4.52,4.64,-0.09,-1.9397,0.2162,206569738,937360236,5.51E+11,434787858259.00 
2020/3/12,'600028,中国石化,4.64,4.74,4.62,4.7,4.75,-0.11,-2.3158,0.1832,175036426,817379908,5.62E+11,443388057653.00 
2020/3/11,'600028,中国石化,4.75,4.81,4.75,4.81,4.82,-0.07,-1.4523,0.1575,150508927,717878100,5.75E+11,453899412468.00 
2020/3/10,'600028,中国石化,4.82,4.91,4.72,4.85,4.91,-0.09,-1.833,0.2756,263397874,1268384885,5.84E+11,460588456442.00 
2020/3/9,'600028,中国石化,4.91,5,4.6,4.73,4.79,0.12,2.5052,0.5423,518234309,2493082770,5.94E+11,469188655836.00 
2020/3/6,'600028,中国石化,4.79,4.82,4.73,4.76,4.79,0,0,0.1691,161577424,771463253,5.80E+11,457721723310.00 
2020/3/5,'600028,中国石化,4.79,4.8,4.72,4.74,4.71,0.08,1.6985,0.1682,160771353,765594371,5.80E+11,457721723310.00 
2020/3/4,'600028,中国石化,4.71,4.73,4.69,4.71,4.71,0,0,0.0836,79927735,376537941,5.70E+11,450077101627.00 
2020/3/3,'600028,中国石化,4.71,4.76,4.68,4.74,4.7,0.01,0.2128,0.1389,132749282,626321046,5.70E+11,450077101627.00 
2020/3/2,'600028,中国石化,4.7,4.73,4.62,4.62,4.6,0.1,2.1739,0.1623,155087910,727039066,5.69E+11,449121523916.00 
2020/2/28,'600028,中国石化,4.6,4.65,4.56,4.61,4.66,-0.06,-1.2876,0.1747,166939152,768702892,5.57E+11,439565746812.00 
2020/2/27,'600028,中国石化,4.66,4.69,4.65,4.68,4.68,-0.02,-0.4274,0.1081,103337553,482600220,5.64E+11,445299213074.00 
2020/2/26,'600028,中国石化,4.68,4.7,4.61,4.63,4.66,0.02,0.4292,0.1503,143614067,670659317,5.67E+11,447210368495.00 
2020/2/25,'600028,中国石化,4.66,4.69,4.64,4.67,4.72,-0.06,-1.2712,0.1523,145495444,677782019,5.64E+11,445299213074.00 
2020/2/24,'600028,中国石化,4.72,4.77,4.71,4.76,4.79,-0.07,-1.4614,0.1352,129218143,611208615,5.71E+11,451032679337.00 
2020/2/21,'600028,中国石化,4.79,4.79,4.77,4.77,4.79,0,0,0.1028,98260316,469530547,5.80E+11,457721723310.00 
2020/2/20,'600028,中国石化,4.79,4.79,4.75,4.76,4.74,0.05,1.0549,0.126,120382688,573857842,5.80E+11,457721723310.00 
2020/2/19,'600028,中国石化,4.74,4.77,4.73,4.76,4.75,-0.01,-0.2105,0.0978,93438092,443757156,5.74E+11,452943834758.00 
2020/2/18,'600028,中国石化,4.75,4.79,4.74,4.78,4.78,-0.03,-0.6276,0.1242,118694864,564835741,5.75E+11,453899412468.00 
2020/2/17,'600028,中国石化,4.78,4.79,4.7,4.71,4.71,0.07,1.4862,0.1109,105985899,503581759,5.79E+11,456766145600.00 
2020/2/14,'600028,中国石化,4.71,4.72,4.68,4.69,4.7,0.01,0.2128,0.0698,66680105,313344096,5.70E+11,450077101627.00 
2020/2/13,'600028,中国石化,4.7,4.74,4.7,4.73,4.73,-0.03,-0.6342,0.0961,91856677,433180942,5.69E+11,449121523916.00 
2020/2/12,'600028,中国石化,4.73,4.73,4.68,4.72,4.72,0.01,0.2119,0.0884,84461678,397138736,5.73E+11,451988257048.00 
2020/2/11,'600028,中国石化,4.72,4.75,4.69,4.71,4.71,0.01,0.2123,0.1224,116920868,552477733,5.71E+11,451032679337.00 
2020/2/10,'600028,中国石化,4.71,4.74,4.68,4.74,4.73,-0.02,-0.4228,0.12,114663643,539133678,5.70E+11,450077101627.00 
2020/2/7,'600028,中国石化,4.73,4.74,4.66,4.7,4.7,0.03,0.6383,0.0996,95184826,445413849,5.73E+11,451988257048.00 
2020/2/6,'600028,中国石化,4.7,4.73,4.63,4.69,4.64,0.06,1.2931,0.1072,102451696,479321194,5.69E+11,449121523916.00 
2020/2/5,'600028,中国石化,4.64,4.7,4.59,4.63,4.64,0,0,0.1265,120889413,561950455,5.62E+11,443388057653.00 
2020/2/4,'600028,中国石化,4.64,4.65,4.54,4.58,4.62,0.02,0.4329,0.1256,120059382,554077527,5.62E+11,443388057653.00 
2020/2/3,'600028,中国石化,4.62,4.74,4.49,4.5,4.94,-0.32,-6.4777,0.2262,216185335,991905309,5.59E+11,441476902233.00 
2020/1/23,'600028,中国石化,4.94,4.97,4.9,4.96,4.98,-0.04,-0.8032,0.1156,110492183,544813097,5.98E+11,472055388967.00 
2020/1/22,'600028,中国石化,4.98,5.01,4.95,5,5.01,-0.03,-0.5988,0.085,81200220,403885956,6.03E+11,475877699809.00 
2020/1/21,'600028,中国石化,5.01,5.05,5,5.04,5.05,-0.04,-0.7921,0.078,74500553,373758159,6.07E+11,478744432940.00 
2020/1/20,'600028,中国石化,5.05,5.08,5.04,5.07,5.07,-0.02,-0.3945,0.0644,61508558,310734180,6.11E+11,482566743782.00 
2020/1/17,'600028,中国石化,5.07,5.1,5.05,5.08,5.07,0,0,0.063,60190660,305189769,6.14E+11,484477899203.00 
2020/1/16,'600028,中国石化,5.07,5.11,5.06,5.1,5.09,-0.02,-0.3929,0.0552,52747510,267974874,6.14E+11,484477899203.00 
2020/1/15,'600028,中国石化,5.09,5.14,5.09,5.14,5.14,-0.05,-0.9728,0.0529,50513896,257933378,6.16E+11,486389054624.00 
2020/1/14,'600028,中国石化,5.14,5.17,5.11,5.13,5.14,0,0,0.0884,84445453,433902024,6.22E+11,491166943176.00 
2020/1/13,'600028,中国石化,5.14,5.17,5.1,5.16,5.16,-0.02,-0.3876,0.0876,83754435,429490351,6.22E+11,491166943176.00 
2020/1/10,'600028,中国石化,5.16,5.19,5.14,5.18,5.19,-0.03,-0.578,0.0491,46913955,242030402,6.25E+11,493078098597.00 
2020/1/9,'600028,中国石化,5.19,5.22,5.17,5.19,5.28,-0.09,-1.7045,0.1082,103355538,536633064,6.28E+11,495944831729.00 
2020/1/8,'600028,中国石化,5.28,5.35,5.27,5.32,5.25,0.03,0.5714,0.1329,127040971,673468331,6.39E+11,504545031123.00 
2020/1/7,'600028,中国石化,5.25,5.3,5.2,5.3,5.36,-0.11,-2.0522,0.1322,126348161,663231742,6.36E+11,501678297992.00 
2020/1/6,'600028,中国石化,5.36,5.41,5.29,5.31,5.27,0.09,1.7078,0.2211,211251253,1130438202,6.49E+11,512189652807.00 
2020/1/3,'600028,中国石化,5.27,5.29,5.18,5.19,5.17,0.1,1.9342,0.1726,164887316,865816133,6.38E+11,503589453412.00 
2020/1/2,'600028,中国石化,5.17,5.19,5.11,5.13,5.11,0.06,1.1742,0.1309,125043592,645810229,6.26E+11,494033676308.00 
2019/12/31,'600028,中国石化,5.11,5.12,5.06,5.07,5.08,0.03,0.5906,0.0933,89177726,453508152,6.19E+11,488300210045.00 
2019/12/30,'600028,中国石化,5.08,5.09,5.04,5.05,5.05,0.03,0.5941,0.0797,76168475,385965388,6.15E+11,485433476914.00 
2019/12/27,'600028,中国石化,5.05,5.09,5.02,5.02,5.02,0.03,0.5976,0.0723,69098843,349684549,6.11E+11,482566743782.00 
2019/12/26,'600028,中国石化,5.02,5.03,5,5,5.01,0.01,0.1996,0.027,25791930,129470869,6.08E+11,479700010651.00 
2019/12/25,'600028,中国石化,5.01,5.03,5,5.02,5.02,-0.01,-0.1992,0.0252,24112182,120757039,6.07E+11,478744432940.00 
2019/12/24,'600028,中国石化,5.02,5.03,4.99,4.99,4.99,0.03,0.6012,0.0246,23536800,118110995,6.08E+11,479700010651.00 
2019/12/23,'600028,中国石化,4.99,5.06,4.99,5.06,5.05,-0.06,-1.1881,0.0563,53818171,270121085,6.04E+11,476833277520.00 
2019/12/20,'600028,中国石化,5.05,5.08,5.05,5.05,5.06,-0.01,-0.1976,0.046,43926373,222395880,6.11E+11,482566743782.00 
2019/12/19,'600028,中国石化,5.06,5.08,5.04,5.07,5.07,-0.01,-0.1972,0.0341,32548167,164680638,6.13E+11,483522321493.00 
2019/12/18,'600028,中国石化,5.07,5.11,5.05,5.08,5.08,-0.01,-0.1969,0.0678,64768435,328917778,6.14E+11,484477899203.00 
2019/12/17,'600028,中国石化,5.08,5.1,4.99,5.02,5.01,0.07,1.3972,0.1267,121077924,612715764,6.15E+11,485433476914.00 
2019/12/16,'600028,中国石化,5.01,5.03,4.98,5,4.99,0.02,0.4008,0.062,59201767,296176360,6.07E+11,478744432940.00 
2019/12/13,'600028,中国石化,4.99,4.99,4.96,4.97,4.95,0.04,0.8081,0.0679,64920657,323362070,6.04E+11,476833277520.00 
2019/12/12,'600028,中国石化,4.95,4.97,4.95,4.97,4.96,-0.01,-0.2016,0.0381,36400343,180471767,5.99E+11,473010966678.00 
2019/12/11,'600028,中国石化,4.96,4.97,4.95,4.96,4.94,0.02,0.4049,0.0512,48908272,242501984,6.01E+11,473966544388.00 
2019/12/10,'600028,中国石化,4.94,4.96,4.93,4.95,4.95,-0.01,-0.202,0.032,30540815,151023293,5.98E+11,472055388967.00 
2019/12/9,'600028,中国石化,4.95,4.95,4.91,4.92,4.92,0.03,0.6098,0.0553,52813386,260726916,5.99E+11,473010966678.00 
2019/12/6,'600028,中国石化,4.92,4.94,4.9,4.93,4.93,-0.01,-0.2028,0.0537,51304224,252221701,5.96E+11,470144233546.00 
2019/12/5,'600028,中国石化,4.93,4.94,4.91,4.94,4.91,0.02,0.4073,0.0401,38321215,188803602,5.97E+11,471099811257.00 
2019/12/4,'600028,中国石化,4.91,4.93,4.9,4.93,4.93,-0.02,-0.4057,0.0324,30934732,151985971,5.94E+11,469188655836.00 
2019/12/3,'600028,中国石化,4.93,4.96,4.91,4.95,4.95,-0.02,-0.404,0.0429,40949871,201673965,5.97E+11,471099811257.00 
2019/12/2,'600028,中国石化,4.95,4.97,4.93,4.96,4.99,-0.04,-0.8016,0.0516,49339106,244102584,5.99E+11,473010966678.00 
2019/11/29,'600028,中国石化,4.99,5.01,4.96,5,5.01,-0.02,-0.3992,0.0479,45805196,228683939,6.04E+11,476833277520.00 
2019/11/28,'600028,中国石化,5.01,5.03,4.99,5.02,5.02,-0.01,-0.1992,0.0311,29690653,148724923,6.07E+11,478744432940.00 
2019/11/27,'600028,中国石化,5.02,5.04,4.99,5.02,5.03,-0.01,-0.1988,0.0482,46092880,231371419,6.08E+11,479700010651.00 
2019/11/26,'600028,中国石化,5.03,5.04,4.99,5.03,5.02,0.01,0.1992,0.0739,70645173,354401692,6.09E+11,480655588361.00 
2019/11/25,'600028,中国石化,5.02,5.03,4.92,4.93,4.94,0.08,1.6194,0.0969,92560881,462973310,6.08E+11,479700010651.00 
2019/11/22,'600028,中国石化,4.94,4.97,4.93,4.95,4.94,0,0,0.0701,67022030,331700025,5.98E+11,472055388967.00 
2019/11/21,'600028,中国石化,4.94,4.96,4.9,4.92,4.92,0.02,0.4065,0.0584,55789494,275591543,5.98E+11,472055388967.00 
2019/11/20,'600028,中国石化,4.92,4.94,4.88,4.89,4.9,0.02,0.4082,0.0541,51662351,254173601,5.96E+11,470144233546.00 
2019/11/19,'600028,中国石化,4.9,4.92,4.88,4.89,4.91,-0.01,-0.2037,0.0505,48248486,236500113,5.93E+11,468233078125.00 
2019/11/18,'600028,中国石化,4.91,4.91,4.85,4.86,4.85,0.06,1.2371,0.0627,59947684,293084495,5.94E+11,469188655836.00 
2019/11/15,'600028,中国石化,4.85,4.88,4.84,4.86,4.85,0,0,0.0597,57004044,277170686,5.87E+11,463455189573.00 
2019/11/14,'600028,中国石化,4.85,4.87,4.85,4.87,4.87,-0.02,-0.4107,0.0486,46395112,225441388,5.87E+11,463455189573.00 
2019/11/13,'600028,中国石化,4.87,4.88,4.85,4.88,4.87,0,0,0.0531,50733934,246632087,5.90E+11,465366344994.00 
2019/11/12,'600028,中国石化,4.87,4.89,4.85,4.87,4.86,0.01,0.2058,0.0491,46891810,228214523,5.90E+11,465366344994.00 
2019/11/11,'600028,中国石化,4.86,4.92,4.86,4.92,4.93,-0.07,-1.4199,0.0686,65526404,319489653,5.88E+11,464410767284.00 
2019/11/8,'600028,中国石化,4.93,4.96,4.9,4.95,4.94,-0.01,-0.2024,0.0611,58359294,287345334,5.97E+11,471099811257.00 
2019/11/7,'600028,中国石化,4.94,4.94,4.91,4.92,4.93,0.01,0.2028,0.0423,40415418,199215720,5.98E+11,472055388967.00 
2019/11/6,'600028,中国石化,4.93,4.94,4.92,4.94,4.93,0,0,0.0447,42746400,210696272,5.97E+11,471099811257.00 
2019/11/5,'600028,中国石化,4.93,4.95,4.89,4.92,4.9,0.03,0.6122,0.0558,53281679,262301136,5.97E+11,471099811257.00 
2019/11/4,'600028,中国石化,4.9,4.92,4.89,4.91,4.89,0.01,0.2045,0.0662,63305955,310359329,5.93E+11,468233078125.00 
2019/11/1,'600028,中国石化,4.89,4.9,4.86,4.88,4.9,-0.01,-0.2041,0.0872,83310319,406772475,5.92E+11,467277500415.00 
2019/10/31,'600028,中国石化,4.9,4.95,4.89,4.95,4.96,-0.06,-1.2097,0.0792,75681848,371577038,5.93E+11,468233078125.00 
2019/10/30,'600028,中国石化,4.96,5,4.96,4.99,4.99,-0.03,-0.6012,0.0395,37717034,187616372,6.01E+11,473966544388.00 
2019/10/29,'600028,中国石化,4.99,5.02,4.99,5,5.01,-0.02,-0.3992,0.0422,40298109,201629102,6.04E+11,476833277520.00 
2019/10/28,'600028,中国石化,5.01,5.02,4.98,4.99,5,0.01,0.2,0.0597,57032525,285597151,6.07E+11,478744432940.00 
2019/10/25,'600028,中国石化,5,5,4.97,5,4.99,0.01,0.2004,0.0509,48654519,242447436,6.05E+11,477788855230.00 
2019/10/24,'600028,中国石化,4.99,5,4.97,4.99,4.97,0.02,0.4024,0.043,41060092,204878220,6.04E+11,476833277520.00 
2019/10/23,'600028,中国石化,4.97,4.99,4.96,4.98,4.98,-0.01,-0.2008,0.0378,36096613,179367718,6.02E+11,474922122099.00 
2019/10/22,'600028,中国石化,4.98,4.99,4.95,4.99,4.98,0,0,0.0528,50452935,250630341,6.03E+11,475877699809.00 
2019/10/21,'600028,中国石化,4.98,5,4.97,4.99,4.99,-0.01,-0.2004,0.0532,50875598,253285132,6.03E+11,475877699809.00 
2019/10/18,'600028,中国石化,4.99,5.05,4.99,5.05,5.04,-0.05,-0.9921,0.0446,42657040,213957128,6.04E+11,476833277520.00 
2019/10/17,'600028,中国石化,5.04,5.06,5.03,5.05,5.05,-0.01,-0.198,0.0267,25466618,128434576,6.10E+11,481611166072.00 
2019/10/16,'600028,中国石化,5.05,5.07,5.03,5.05,5.04,0.01,0.1984,0.0447,42721794,215819937,6.11E+11,482566743782.00 
2019/10/15,'600028,中国石化,5.04,5.08,5.04,5.08,5.08,-0.04,-0.7874,0.0377,36033293,182157990,6.10E+11,481611166072.00 
2019/10/14,'600028,中国石化,5.08,5.11,5.05,5.07,5.08,0,0,0.0696,66509926,337820103,6.15E+11,485433476914.00 
2019/10/11,'600028,中国石化,5.08,5.09,5,5.02,5,0.08,1.6,0.0782,74755404,376925317,6.15E+11,485433476914.00 
2019/10/10,'600028,中国石化,5,5.01,4.98,5.01,5.01,-0.01,-0.1996,0.0396,37811018,188832142,6.05E+11,477788855230.00 
2019/10/9,'600028,中国石化,5.01,5.02,4.96,4.98,5,0.01,0.2,0.0434,41436473,206688642,6.07E+11,478744432940.00 
2019/10/8,'600028,中国石化,5,5.02,4.99,4.99,5.02,-0.02,-0.3984,0.0457,43671233,218564393,6.05E+11,477788855230.00 
2019/9/30,'600028,中国石化,5.02,5.04,4.99,5,4.99,0.03,0.6012,0.0515,49198706,246877989,6.08E+11,479700010651.00 
2019/9/27,'600028,中国石化,4.99,5,4.97,5,5,-0.01,-0.2,0.0475,45369538,226249561,6.04E+11,476833277520.00 
2019/9/26,'600028,中国石化,5,5.03,4.98,5.03,5.01,-0.01,-0.1996,0.0629,60079711,300465354,6.05E+11,477788855230.00 
