日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017/1/25,'600028,中国石化,6.05,6.08,5.98,6.04,6.06,-0.01,-0.165,0.1036,99044084,598337920,7.32E+11,578124514828.00 
2017/1/24,'600028,中国石化,6.06,6.07,5.85,5.87,5.87,0.19,3.2368,0.2305,220296860,1320861531,7.34E+11,579080092539.00 
2017/1/23,'600028,中国石化,5.87,5.9,5.81,5.87,5.86,0.01,0.1706,0.1264,120774518,707945321,7.11E+11,560924116040.00 
2017/1/20,'600028,中国石化,5.86,5.88,5.8,5.82,5.86,0,0,0.0809,77271346,451542576,7.09E+11,559968538330.00 
2017/1/19,'600028,中国石化,5.86,5.96,5.77,5.94,5.97,-0.11,-1.8425,0.2377,227103441,1325492117,7.09E+11,559968538330.00 
2017/1/18,'600028,中国石化,5.97,6.02,5.93,6,5.99,-0.02,-0.3339,0.1101,105178283,627752506,7.23E+11,570479893145.00 
2017/1/17,'600028,中国石化,5.99,6.07,5.94,5.94,5.96,0.03,0.5034,0.2052,196082021,1178091475,7.25E+11,572391048566.00 
2017/1/16,'600028,中国石化,5.96,5.98,5.83,5.89,5.89,0.07,1.1885,0.2672,255364546,1515296308,7.22E+11,569524315434.00 
2017/1/13,'600028,中国石化,5.89,5.97,5.78,5.82,5.83,0.06,1.0292,0.1379,131748720,776759359,7.13E+11,562835271461.00 
2017/1/12,'600028,中国石化,5.83,5.91,5.74,5.78,5.76,0.07,1.2153,0.154,147131914,859151615,7.06E+11,557101805198.00 
2017/1/11,'600028,中国石化,5.76,5.91,5.76,5.86,5.9,-0.14,-2.3729,0.1189,113645456,663075247,6.97E+11,550412761225.00 
2017/1/10,'600028,中国石化,5.9,5.91,5.74,5.8,5.86,0.04,0.6826,0.1346,128579670,748621134,7.14E+11,563790849171.00 
2017/1/9,'600028,中国石化,5.86,6.03,5.83,5.87,5.87,-0.01,-0.1704,0.2181,208412805,1234397664,7.09E+11,559968538330.00 
2017/1/6,'600028,中国石化,5.87,6.01,5.74,5.78,5.75,0.12,2.087,0.3439,328612078,1945425226,7.11E+11,560924116040.00 
2017/1/5,'600028,中国石化,5.75,5.81,5.54,5.55,5.57,0.18,3.2316,0.2498,238697795,1359467415,6.96E+11,549457183514.00 
2017/1/4,'600028,中国石化,5.57,5.59,5.46,5.48,5.51,0.06,1.0889,0.1055,100782981,559970896,6.74E+11,532256784726.00 
2017/1/3,'600028,中国石化,5.51,5.52,5.4,5.42,5.41,0.1,1.8484,0.1076,102820610,562683783,6.67E+11,526523318463.00 
2016/12/30,'600028,中国石化,5.41,5.45,5.38,5.41,5.41,0,0,0.092,87951882,475438369,6.55E+11,516967541359.00 
2016/12/29,'600028,中国石化,5.41,5.54,5.4,5.51,5.55,-0.14,-2.5225,0.1342,128260314,698609399,6.55E+11,516967541359.00 
2016/12/28,'600028,中国石化,5.55,5.65,5.52,5.57,5.56,-0.01,-0.1799,0.0975,93169320,518878428,6.72E+11,530345629305.00 
2016/12/27,'600028,中国石化,5.56,5.67,5.55,5.62,5.67,-0.11,-1.94,0.1017,97218618,543993666,6.73E+11,531301207016.00 
2016/12/26,'600028,中国石化,5.67,5.68,5.48,5.6,5.64,0.03,0.5319,0.1281,122380289,684774447,6.86E+11,541812561831.00 
2016/12/23,'600028,中国石化,5.64,5.72,5.58,5.6,5.64,0,0,0.1834,175254776,989053482,6.83E+11,538945828699.00 
2016/12/22,'600028,中国石化,5.64,5.73,5.52,5.52,5.56,0.08,1.4388,0.2364,225868304,1274123531,6.83E+11,538945828699.00 
2016/12/21,'600028,中国石化,5.56,5.69,5.41,5.46,5.46,0.1,1.8315,0.2408,230104641,1282100000,6.73E+11,531301207016.00 
2016/12/20,'600028,中国石化,5.46,5.53,5.35,5.5,5.52,-0.06,-1.087,0.1407,134472315,726559869,6.61E+11,521745429911.00 
2016/12/19,'600028,中国石化,5.52,5.61,5.46,5.5,5.51,0.01,0.1815,0.1148,109710821,608688702,6.68E+11,527478896174.00 
2016/12/16,'600028,中国石化,5.51,5.53,5.29,5.4,5.45,0.06,1.1009,0.1519,145161786,786492750,6.67E+11,526523318463.00 
2016/12/15,'600028,中国石化,5.45,5.54,5.39,5.53,5.63,-0.18,-3.1972,0.22,210230697,1144629884,6.60E+11,520789852201.00 
2016/12/14,'600028,中国石化,5.63,5.73,5.51,5.53,5.51,0.12,2.1779,0.2863,273578507,1544024592,6.82E+11,537990250989.00 
2016/12/13,'600028,中国石化,5.51,5.58,5.47,5.48,5.46,0.05,0.9158,0.1824,174323424,961294910,6.67E+11,526523318463.00 
2016/12/12,'600028,中国石化,5.46,5.62,5.43,5.56,5.41,0.05,0.9242,0.266,254164551,1401624759,6.61E+11,521745429911.00 
2016/12/9,'600028,中国石化,5.41,5.44,5.28,5.29,5.3,0.11,2.0755,0.1899,181462566,978137392,6.55E+11,516967541359.00 
2016/12/8,'600028,中国石化,5.3,5.33,5.25,5.31,5.31,-0.01,-0.1883,0.1006,96115886,508780131,6.42E+11,506456186544.00 
2016/12/7,'600028,中国石化,5.31,5.33,5.24,5.28,5.3,0.01,0.1887,0.1302,124459996,656163477,6.43E+11,507411764254.00 
2016/12/6,'600028,中国石化,5.3,5.46,5.29,5.31,5.37,-0.07,-1.3035,0.1719,164268137,882130022,6.42E+11,506456186544.00 
2016/12/5,'600028,中国石化,5.37,5.48,5.28,5.41,5.5,-0.13,-2.3636,0.2844,271748784,1457284573,6.50E+11,513145230517.00 
2016/12/2,'600028,中国石化,5.5,5.69,5.25,5.29,5.27,0.23,4.3643,0.4961,474033835,2600297224,6.66E+11,525567740753.00 
2016/12/1,'600028,中国石化,5.27,5.36,5.22,5.26,5.12,0.15,2.9297,0.3126,298734978,1580947072,6.38E+11,503589453412.00 
2016/11/30,'600028,中国石化,5.12,5.21,5.11,5.2,5.23,-0.11,-2.1033,0.1235,118051448,608134461,6.20E+11,489255787756.00 
2016/11/29,'600028,中国石化,5.23,5.26,5.11,5.14,5.14,0.09,1.751,0.2532,241979646,1258888678,6.33E+11,499767142571.00 
2016/11/28,'600028,中国石化,5.14,5.16,5.08,5.1,5.1,0.04,0.7843,0.1594,152271664,780698679,6.22E+11,491166943176.00 
2016/11/25,'600028,中国石化,5.1,5.11,5.03,5.08,5.07,0.03,0.5917,0.0995,95074454,481951154,6.17E+11,487344632335.00 
2016/11/24,'600028,中国石化,5.07,5.09,5.05,5.08,5.09,-0.02,-0.3929,0.0772,73741232,373930816,6.14E+11,484477899203.00 
2016/11/23,'600028,中国石化,5.09,5.16,5.06,5.08,5.09,0,0,0.1411,134835682,688757548,6.16E+11,486389054624.00 
2016/11/22,'600028,中国石化,5.09,5.11,5.03,5.07,5.02,0.07,1.3944,0.1898,181357333,920641589,6.16E+11,486389054624.00 
2016/11/21,'600028,中国石化,5.02,5.03,4.94,4.96,4.96,0.06,1.2097,0.1211,115680658,578820724,6.08E+11,479700010651.00 
2016/11/18,'600028,中国石化,4.96,4.99,4.95,4.98,4.99,-0.03,-0.6012,0.0511,48820437,242369993,6.01E+11,473966544388.00 
2016/11/17,'600028,中国石化,4.99,4.99,4.95,4.97,4.99,0,0,0.0506,48362940,240253329,6.04E+11,476833277520.00 
2016/11/16,'600028,中国石化,4.99,5.01,4.97,5,4.99,0,0,0.0557,53234415,265641726,6.04E+11,476833277520.00 
2016/11/15,'600028,中国石化,4.99,5.02,4.97,5.01,5.02,-0.03,-0.5976,0.0615,58811647,293481977,6.04E+11,476833277520.00 
2016/11/14,'600028,中国石化,5.02,5.02,4.97,5.01,5.01,0.01,0.1996,0.1179,112650314,563126506,6.08E+11,479700010651.00 
2016/11/11,'600028,中国石化,5.01,5.04,4.95,4.98,4.99,0.02,0.4008,0.1081,103268831,516148674,6.07E+11,478744432940.00 
2016/11/10,'600028,中国石化,4.99,5,4.95,4.95,4.93,0.06,1.217,0.0909,86828746,432507051,6.04E+11,476833277520.00 
2016/11/9,'600028,中国石化,4.93,4.98,4.86,4.97,4.97,-0.04,-0.8048,0.1152,110092504,541402184,5.97E+11,471099811257.00 
2016/11/8,'600028,中国石化,4.97,4.99,4.95,4.96,4.95,0.02,0.404,0.0565,54026017,268719913,6.02E+11,474922122099.00 
2016/11/7,'600028,中国石化,4.95,4.97,4.92,4.93,4.94,0.01,0.2024,0.0528,50480300,249854619,5.99E+11,473010966678.00 
2016/11/4,'600028,中国石化,4.94,4.98,4.92,4.95,4.95,-0.01,-0.202,0.0534,51013640,252254180,5.98E+11,472055388967.00 
2016/11/3,'600028,中国石化,4.95,4.97,4.9,4.94,4.95,0,0,0.0534,50989987,251803666,5.99E+11,473010966678.00 
2016/11/2,'600028,中国石化,4.95,4.99,4.95,4.98,5,-0.05,-1,0.0512,48928911,243027935,5.99E+11,473010966678.00 
2016/11/1,'600028,中国石化,5,5.02,4.97,4.98,5.01,-0.01,-0.1996,0.0589,56307518,280998946,6.05E+11,477788855230.00 
2016/10/31,'600028,中国石化,5.01,5.01,4.96,4.99,5.01,0,0,0.0477,45624825,227559687,6.07E+11,478744432940.00 
2016/10/28,'600028,中国石化,5.01,5.02,4.96,4.98,4.98,0.03,0.6024,0.0758,72443783,362183593,6.07E+11,478744432940.00 
2016/10/27,'600028,中国石化,4.98,4.99,4.95,4.98,4.99,-0.01,-0.2004,0.0475,45389400,225374027,6.03E+11,475877699809.00 
2016/10/26,'600028,中国石化,4.99,5.02,4.97,5.01,5.02,-0.03,-0.5976,0.0494,47238892,235700821,6.04E+11,476833277520.00 
2016/10/25,'600028,中国石化,5.02,5.1,4.98,5.08,5.07,-0.05,-0.9862,0.145,138514464,696433131,6.08E+11,479700010651.00 
2016/10/24,'600028,中国石化,5.07,5.14,4.99,5,5.01,0.06,1.1976,0.1936,185011327,940625171,6.14E+11,484477899203.00 
2016/10/21,'600028,中国石化,5.01,5.02,4.97,4.98,4.99,0.02,0.4008,0.0644,61574152,307491849,6.07E+11,478744432940.00 
2016/10/20,'600028,中国石化,4.99,5.01,4.98,4.98,4.98,0.01,0.2008,0.0742,70911341,354202044,6.04E+11,476833277520.00 
2016/10/19,'600028,中国石化,4.98,4.99,4.94,4.96,4.96,0.02,0.4032,0.0916,87486639,435311779,6.03E+11,475877699809.00 
2016/10/18,'600028,中国石化,4.96,4.96,4.9,4.92,4.93,0.03,0.6085,0.0704,67271262,331800352,6.01E+11,473966544388.00 
2016/10/17,'600028,中国石化,4.93,4.95,4.91,4.93,4.94,-0.01,-0.2024,0.0633,60470408,298513723,5.97E+11,471099811257.00 
2016/10/14,'600028,中国石化,4.94,4.94,4.88,4.88,4.9,0.04,0.8163,0.0523,49961049,245173770,5.98E+11,472055388967.00 
2016/10/13,'600028,中国石化,4.9,4.94,4.88,4.93,4.94,-0.04,-0.8097,0.0508,48574385,238084854,5.93E+11,468233078125.00 
2016/10/12,'600028,中国石化,4.94,4.95,4.92,4.95,4.97,-0.03,-0.6036,0.0445,42499336,209615735,5.98E+11,472055388967.00 
2016/10/11,'600028,中国石化,4.97,4.99,4.94,4.96,4.95,0.02,0.404,0.0821,78428028,389497797,6.02E+11,474922122099.00 
2016/10/10,'600028,中国石化,4.95,4.97,4.92,4.93,4.86,0.09,1.8519,0.1049,100229863,495522878,5.99E+11,473010966678.00 
2016/9/30,'600028,中国石化,4.86,4.86,4.82,4.83,4.85,0.01,0.2062,0.0294,28081983,135971738,5.88E+11,464410767284.00 
2016/9/29,'600028,中国石化,4.85,4.86,4.8,4.81,4.77,0.08,1.6771,0.064,61158827,295949911,5.87E+11,463455189573.00 
2016/9/28,'600028,中国石化,4.77,4.8,4.76,4.8,4.81,-0.04,-0.8316,0.0369,35214045,168043449,5.78E+11,455810567889.00 
2016/9/27,'600028,中国石化,4.81,4.82,4.77,4.79,4.8,0.01,0.2083,0.0383,36562533,174926026,5.82E+11,459632878731.00 
2016/9/26,'600028,中国石化,4.8,4.85,4.78,4.84,4.85,-0.05,-1.0309,0.0416,39780739,191565419,5.81E+11,458677301021.00 
2016/9/23,'600028,中国石化,4.85,4.87,4.84,4.85,4.84,0.01,0.2066,0.0354,33806226,164128026,5.87E+11,463455189573.00 
2016/9/22,'600028,中国石化,4.84,4.86,4.78,4.79,4.78,0.06,1.2552,0.0646,61753465,298337677,5.86E+11,462499611863.00 
2016/9/21,'600028,XD中国石,4.78,4.79,4.74,4.78,4.77,0.01,0.2096,0.0379,36173415,172380221,5.79E+11,456766145600.00 
2016/9/20,'600028,中国石化,4.85,4.87,4.83,4.86,4.86,-0.01,-0.2058,0.0406,38813046,187955639,5.87E+11,463455189573.00 
2016/9/19,'600028,中国石化,4.86,4.87,4.82,4.82,4.86,0,0,0.0528,50459472,245041380,5.88E+11,464410767284.00 
2016/9/14,'600028,中国石化,4.86,4.9,4.84,4.89,4.92,-0.06,-1.2195,0.0632,60370843,293610507,5.88E+11,464410767284.00 
2016/9/13,'600028,中国石化,4.92,4.93,4.88,4.92,4.94,-0.02,-0.4049,0.0432,41249343,202143761,5.96E+11,470144233546.00 
2016/9/12,'600028,中国石化,4.94,4.96,4.85,4.93,4.98,-0.04,-0.8032,0.1317,125837389,616870897,5.98E+11,472055388967.00 
2016/9/9,'600028,中国石化,4.98,5.01,4.97,5,4.99,-0.01,-0.2004,0.054,51569179,257524397,6.03E+11,475877699809.00 
2016/9/8,'600028,中国石化,4.99,5,4.97,5,5,-0.01,-0.2,0.0333,31858907,158875554,6.04E+11,476833277520.00 
2016/9/7,'600028,中国石化,5,5.01,4.98,4.99,5,0,0,0.0528,50455718,252025968,6.05E+11,477788855230.00 
2016/9/6,'600028,中国石化,5,5.01,4.97,4.97,4.99,0.01,0.2004,0.0656,62677777,312759677,6.05E+11,477788855230.00 
2016/9/5,'600028,中国石化,4.99,5,4.95,4.97,4.98,0.01,0.2008,0.0751,71771391,356676839,6.04E+11,476833277520.00 
2016/9/2,'600028,中国石化,4.98,4.98,4.94,4.96,4.97,0.01,0.2012,0.0534,50994825,253018183,6.03E+11,475877699809.00 
2016/9/1,'600028,中国石化,4.97,5,4.96,4.99,5,-0.03,-0.6,0.0441,42143917,210005890,6.02E+11,474922122099.00 
2016/8/31,'600028,中国石化,5,5.01,4.98,4.99,5,0,0,0.0785,75038656,374822499,6.05E+11,477788855230.00 
2016/8/30,'600028,中国石化,5,5.02,4.93,4.95,4.95,0.05,1.0101,0.083,79314202,394443194,6.05E+11,477788855230.00 
2016/8/29,'600028,中国石化,4.95,4.95,4.92,4.94,4.95,0,0,0.042,40104387,197972275,5.99E+11,473010966678.00 
2016/8/26,'600028,中国石化,4.95,4.96,4.93,4.95,4.95,0,0,0.0404,38560484,190899014,5.99E+11,473010966678.00 
2016/8/25,'600028,中国石化,4.95,4.96,4.91,4.95,4.96,-0.01,-0.2016,0.058,55412197,273275412,5.99E+11,473010966678.00 
2016/8/24,'600028,中国石化,4.96,4.97,4.93,4.95,4.95,0.01,0.202,0.05,47738667,236492877,6.01E+11,473966544388.00 
2016/8/23,'600028,中国石化,4.95,4.96,4.93,4.94,4.94,0.01,0.2024,0.0534,50987326,252362284,5.99E+11,473010966678.00 
2016/8/22,'600028,中国石化,4.94,4.98,4.92,4.98,4.98,-0.04,-0.8032,0.055,52509572,259824363,5.98E+11,472055388967.00 
2016/8/19,'600028,中国石化,4.98,5.01,4.96,4.99,4.99,-0.01,-0.2004,0.0677,64732805,322462290,6.03E+11,475877699809.00 
2016/8/18,'600028,中国石化,4.99,5.02,4.96,5,5.01,-0.02,-0.3992,0.0487,46541487,232280251,6.04E+11,476833277520.00 
2016/8/17,'600028,中国石化,5.01,5.05,4.98,5.02,5.02,-0.01,-0.1992,0.0752,71845969,359944052,6.07E+11,478744432940.00 
2016/8/16,'600028,中国石化,5.02,5.05,4.99,5.01,5.01,0.01,0.1996,0.1194,114140180,572509375,6.08E+11,479700010651.00 
2016/8/15,'600028,中国石化,5.01,5.03,4.91,4.92,4.92,0.09,1.8293,0.1691,161617238,805861221,6.07E+11,478744432940.00 
2016/8/12,'600028,中国石化,4.92,4.92,4.85,4.86,4.86,0.06,1.2346,0.0956,91364436,446874992,5.96E+11,470144233546.00 
2016/8/11,'600028,中国石化,4.86,4.9,4.84,4.87,4.88,-0.02,-0.4098,0.0534,51008459,248508726,5.88E+11,464410767284.00 
2016/8/10,'600028,中国石化,4.88,4.89,4.86,4.87,4.88,0,0,0.0405,38661297,188458486,5.91E+11,466321922704.00 
2016/8/9,'600028,中国石化,4.88,4.9,4.8,4.82,4.83,0.05,1.0352,0.0823,78675677,382521073,5.91E+11,466321922704.00 
2016/8/8,'600028,中国石化,4.83,4.83,4.78,4.82,4.81,0.02,0.4158,0.0326,31124566,149608626,5.85E+11,461544034152.00 
2016/8/5,'600028,中国石化,4.81,4.82,4.77,4.79,4.8,0.01,0.2083,0.0401,38310953,183967387,5.82E+11,459632878731.00 
2016/8/4,'600028,中国石化,4.8,4.8,4.76,4.79,4.78,0.02,0.4184,0.0322,30816161,147280863,5.81E+11,458677301021.00 
2016/8/3,'600028,中国石化,4.78,4.79,4.74,4.77,4.79,-0.01,-0.2088,0.0405,38676545,184519631,5.79E+11,456766145600.00 
2016/8/2,'600028,中国石化,4.79,4.79,4.76,4.77,4.8,-0.01,-0.2083,0.0317,30244829,144492802,5.80E+11,457721723310.00 
2016/8/1,'600028,中国石化,4.8,4.8,4.76,4.79,4.79,0.01,0.2088,0.0518,49508114,236357295,5.81E+11,458677301021.00 
2016/7/29,'600028,中国石化,4.79,4.82,4.78,4.8,4.82,-0.03,-0.6224,0.0483,46186556,221754498,5.80E+11,457721723310.00 
2016/7/28,'600028,中国石化,4.82,4.83,4.8,4.82,4.85,-0.03,-0.6186,0.0645,61602591,296474335,5.84E+11,460588456442.00 
2016/7/27,'600028,中国石化,4.85,4.87,4.77,4.84,4.85,0,0,0.1206,115206823,555542268,5.87E+11,463455189573.00 
2016/7/26,'600028,中国石化,4.85,4.85,4.8,4.8,4.82,0.03,0.6224,0.0462,44153575,213243763,5.87E+11,463455189573.00 
2016/7/25,'600028,中国石化,4.82,4.82,4.79,4.81,4.81,0.01,0.2079,0.0386,36916182,177448214,5.84E+11,460588456442.00 
2016/7/22,'600028,中国石化,4.81,4.84,4.79,4.84,4.84,-0.03,-0.6198,0.055,52545285,252754030,5.82E+11,459632878731.00 
2016/7/21,'600028,中国石化,4.84,4.87,4.82,4.83,4.84,0,0,0.0568,54239691,262486392,5.86E+11,462499611863.00 
2016/7/20,'600028,中国石化,4.84,4.85,4.82,4.84,4.85,-0.01,-0.2062,0.03,28712000,138891229,5.86E+11,462499611863.00 
2016/7/19,'600028,中国石化,4.85,4.85,4.8,4.84,4.85,0,0,0.06,57364094,276855221,5.87E+11,463455189573.00 
2016/7/18,'600028,中国石化,4.85,4.9,4.83,4.87,4.88,-0.03,-0.6148,0.0899,85931226,417544764,5.87E+11,463455189573.00 
2016/7/15,'600028,中国石化,4.88,4.9,4.86,4.88,4.88,0,0,0.0597,57051473,278496402,5.91E+11,466321922704.00 
2016/7/14,'600028,中国石化,4.88,4.89,4.84,4.87,4.89,-0.01,-0.2045,0.0651,62164138,302204530,5.91E+11,466321922704.00 
2016/7/13,'600028,中国石化,4.89,4.91,4.86,4.87,4.86,0.03,0.6173,0.1037,99071348,484040810,5.92E+11,467277500415.00 
2016/7/12,'600028,中国石化,4.86,4.87,4.79,4.79,4.79,0.07,1.4614,0.1281,122414868,590988590,5.88E+11,464410767284.00 
2016/7/11,'600028,中国石化,4.79,4.82,4.75,4.75,4.75,0.04,0.8421,0.0918,87759334,420483490,5.80E+11,457721723310.00 
2016/7/8,'600028,中国石化,4.75,4.78,4.73,4.78,4.8,-0.05,-1.0417,0.0585,55873587,265223207,5.75E+11,453899412468.00 
2016/7/7,'600028,中国石化,4.8,4.81,4.77,4.78,4.79,0.01,0.2088,0.0711,67930162,325808539,5.81E+11,458677301021.00 
2016/7/6,'600028,中国石化,4.79,4.79,4.74,4.79,4.81,-0.02,-0.4158,0.0753,71965772,343105571,5.80E+11,457721723310.00 
2016/7/5,'600028,中国石化,4.81,4.82,4.74,4.77,4.77,0.04,0.8386,0.0968,92492192,442528259,5.82E+11,459632878731.00 
2016/7/4,'600028,中国石化,4.77,4.77,4.7,4.7,4.7,0.07,1.4894,0.0952,90970152,431867350,5.78E+11,455810567889.00 
2016/7/1,'600028,中国石化,4.7,4.73,4.69,4.71,4.72,-0.02,-0.4237,0.0369,35270065,165975222,5.69E+11,449121523916.00 
2016/6/30,'600028,中国石化,4.72,4.73,4.68,4.71,4.68,0.04,0.8547,0.0648,61958955,291899906,5.71E+11,451032679337.00 
2016/6/29,'600028,中国石化,4.68,4.7,4.62,4.63,4.63,0.05,1.0799,0.088,84091906,393065762,5.67E+11,447210368495.00 
2016/6/28,'600028,中国石化,4.63,4.63,4.58,4.6,4.63,0,0,0.0353,33702034,155326995,5.61E+11,442432479943.00 
2016/6/27,'600028,中国石化,4.63,4.63,4.58,4.6,4.6,0.03,0.6522,0.0547,52252556,240798210,5.61E+11,442432479943.00 
2016/6/24,'600028,XD中国石,4.6,4.68,4.53,4.65,4.65,-0.05,-1.0753,0.0854,81601515,376567103,5.57E+11,439565746812.00 
2016/6/23,'600028,中国石化,4.71,4.73,4.69,4.72,4.74,-0.03,-0.6329,0.047,44948839,211626646,5.70E+11,450077101627.00 
2016/6/22,'600028,中国石化,4.74,4.74,4.69,4.69,4.7,0.04,0.8511,0.0483,46143165,217828103,5.74E+11,452943834758.00 
2016/6/21,'600028,中国石化,4.7,4.75,4.69,4.71,4.7,0,0,0.0579,55290660,260688129,5.69E+11,449121523916.00 
2016/6/20,'600028,中国石化,4.7,4.72,4.67,4.71,4.7,0,0,0.0436,41704931,195623642,5.69E+11,449121523916.00 
2016/6/17,'600028,中国石化,4.7,4.72,4.68,4.69,4.69,0.01,0.2132,0.0458,43786955,205862747,5.69E+11,449121523916.00 
2016/6/16,'600028,中国石化,4.69,4.73,4.67,4.71,4.74,-0.05,-1.0549,0.0645,61653224,289310897,5.68E+11,448165946206.00 
2016/6/15,'600028,中国石化,4.74,4.75,4.66,4.67,4.72,0.02,0.4237,0.0863,82485505,388599614,5.74E+11,452943834758.00 
2016/6/14,'600028,中国石化,4.72,4.74,4.7,4.71,4.72,0,0,0.0498,47583966,224579630,5.71E+11,451032679337.00 
2016/6/13,'600028,中国石化,4.72,4.81,4.7,4.81,4.85,-0.13,-2.6804,0.0754,72021401,343498296,5.71E+11,451032679337.00 
2016/6/8,'600028,中国石化,4.85,4.87,4.8,4.81,4.81,0.04,0.8316,0.1144,109351872,529225886,5.87E+11,463455189573.00 
2016/6/7,'600028,中国石化,4.81,4.82,4.78,4.8,4.8,0.01,0.2083,0.0483,46149123,221371585,5.82E+11,459632878731.00 
2016/6/6,'600028,中国石化,4.8,4.82,4.78,4.81,4.81,-0.01,-0.2079,0.044,42026298,201396637,5.81E+11,458677301021.00 
2016/6/3,'600028,中国石化,4.81,4.83,4.79,4.82,4.83,-0.02,-0.4141,0.0821,78448327,376818838,5.82E+11,459632878731.00 
2016/6/2,'600028,中国石化,4.83,4.83,4.78,4.82,4.83,0,0,0.0529,50543644,242775297,5.85E+11,461544034152.00 
2016/6/1,'600028,中国石化,4.83,4.84,4.8,4.83,4.83,0,0,0.0675,64482614,310628074,5.85E+11,461544034152.00 
2016/5/31,'600028,中国石化,4.83,4.84,4.73,4.74,4.75,0.08,1.6842,0.1365,130443949,627808781,5.85E+11,461544034152.00 
2016/5/30,'600028,中国石化,4.75,4.77,4.72,4.73,4.74,0.01,0.211,0.0594,56734323,269110193,5.75E+11,453899412468.00 
2016/5/27,'600028,中国石化,4.74,4.75,4.71,4.74,4.75,-0.01,-0.2105,0.0375,35837639,169548212,5.74E+11,452943834758.00 
2016/5/26,'600028,中国石化,4.75,4.77,4.71,4.71,4.71,0.04,0.8493,0.0609,58177990,276166625,5.75E+11,453899412468.00 
2016/5/25,'600028,中国石化,4.71,4.72,4.68,4.68,4.68,0.03,0.641,0.0641,61234533,288046549,5.70E+11,450077101627.00 
2016/5/24,'600028,中国石化,4.68,4.69,4.61,4.68,4.7,-0.02,-0.4255,0.0513,48986406,227405304,5.67E+11,447210368495.00 
2016/5/23,'600028,中国石化,4.7,4.72,4.67,4.69,4.7,0,0,0.0388,37043194,173623800,5.69E+11,449121523916.00 
2016/5/20,'600028,中国石化,4.7,4.7,4.65,4.66,4.68,0.02,0.4274,0.0278,26549380,124235954,5.69E+11,449121523916.00 
2016/5/19,'600028,中国石化,4.68,4.71,4.65,4.69,4.7,-0.02,-0.4255,0.0483,46200225,216118669,5.67E+11,447210368495.00 
2016/5/18,'600028,中国石化,4.7,4.77,4.65,4.74,4.76,-0.06,-1.2605,0.0979,93595021,442395290,5.69E+11,449121523916.00 
2016/5/17,'600028,中国石化,4.76,4.77,4.68,4.69,4.67,0.09,1.9272,0.1063,101548724,480595832,5.76E+11,454854990179.00 
2016/5/16,'600028,中国石化,4.67,4.68,4.61,4.61,4.64,0.03,0.6466,0.0601,57459174,267678165,5.65E+11,446254790785.00 
2016/5/13,'600028,中国石化,4.64,4.69,4.6,4.62,4.62,0.02,0.4329,0.0889,84952862,394791832,5.62E+11,443388057653.00 
2016/5/12,'600028,中国石化,4.62,4.64,4.58,4.63,4.64,-0.02,-0.431,0.0688,65711758,303097000,5.59E+11,441476902233.00 
2016/5/11,'600028,中国石化,4.64,4.69,4.62,4.66,4.65,-0.01,-0.2151,0.0586,55990687,260576798,5.62E+11,443388057653.00 
2016/5/10,'600028,中国石化,4.65,4.67,4.61,4.61,4.64,0.01,0.2155,0.083,79341347,368542262,5.63E+11,444343635364.00 
2016/5/9,'600028,中国石化,4.64,4.72,4.57,4.71,4.72,-0.08,-1.6949,0.1483,141672782,656114113,5.62E+11,443388057653.00 
2016/5/6,'600028,中国石化,4.72,4.81,4.71,4.8,4.8,-0.08,-1.6667,0.1089,104040271,494173674,5.71E+11,451032679337.00 
2016/5/5,'600028,中国石化,4.8,4.82,4.77,4.82,4.82,-0.02,-0.4149,0.1109,105956896,507447459,5.81E+11,458677301021.00 
2016/5/4,'600028,中国石化,4.82,4.84,4.8,4.81,4.85,-0.03,-0.6186,0.1092,104330236,502432226,5.84E+11,460588456442.00 
2016/5/3,'600028,中国石化,4.85,4.94,4.79,4.85,4.87,-0.02,-0.4107,0.2634,251732045,1219079192,5.87E+11,463455189573.00 
2016/4/29,'600028,中国石化,4.87,4.95,4.85,4.93,4.93,-0.06,-1.217,0.1073,102571293,501383004,5.90E+11,465366344994.00 
2016/4/28,'600028,中国石化,4.93,4.98,4.9,4.96,4.92,0.01,0.2033,0.072,68812118,339836027,5.97E+11,471099811257.00 
2016/4/27,'600028,中国石化,4.92,4.96,4.91,4.93,4.9,0.02,0.4082,0.0934,89218473,440817855,5.96E+11,470144233546.00 
2016/4/26,'600028,中国石化,4.9,4.9,4.85,4.87,4.88,0.02,0.4098,0.0394,37618650,183464704,5.93E+11,468233078125.00 
2016/4/25,'600028,中国石化,4.88,4.88,4.82,4.88,4.9,-0.02,-0.4082,0.0531,50781529,246705395,5.91E+11,466321922704.00 
2016/4/22,'600028,中国石化,4.9,4.9,4.82,4.86,4.9,0,0,0.0915,87413545,425417516,5.93E+11,468233078125.00 
2016/4/21,'600028,中国石化,4.9,4.96,4.79,4.81,4.8,0.1,2.0833,0.1835,175335812,856794525,5.93E+11,468233078125.00 
2016/4/20,'600028,中国石化,4.8,4.92,4.71,4.9,4.87,-0.07,-1.4374,0.2207,210873202,1011933744,5.81E+11,458677301021.00 
2016/4/19,'600028,中国石化,4.87,4.91,4.85,4.89,4.86,0.01,0.2058,0.0621,59315606,289026873,5.90E+11,465366344994.00 
